Original Query,ID,BM25 Score,SBERT Score,rating_signal,popularity_signal,recency_signal,genre_match,platform_match,Label,rating_boost,popularity_boost,recency_boost,predicted_score,Title,Genres,Platforms,Rating,Release_Date
Easiest ways to discover classic console remakes,6109,0.0,0.3047189712524414,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,Command & Conquer: Remastered,Real Time Strategy,Windows PC,3.8,"Jun 05, 2020"
Easiest ways to discover classic console remakes,26921,6.986518236731315,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1674592160870605,77: Beyond the Milky Way,['Visual Novel'],['PlayStation Portable'],,"Dec 22, 2010"
Easiest ways to discover classic console remakes,18472,9.865468440661582,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.03952379385166013,Interplay's Classic Collection,[],['Windows PC'],,"Dec 31, 1993"
Easiest ways to discover classic console remakes,21525,6.525316096473292,0.0,0.0,0.0,0.0,1,0,3,0,0,0,-0.12401960351090141,Fallout Classic Collection,[],['Windows PC'],,"Nov 11, 2016"
Easygoing life sims for relaxing gameplay,818,12.550693150996295,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.3491282420539332,The Sims 3,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']",3.5,"Jun 02, 2009"
Easygoing life sims for relaxing gameplay,452,14.361011135947876,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.0044670648031746,The Sims 4,"['RPG', 'Simulator']","['Windows PC', 'Mac', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series']",3.0,"Sep 02, 2014"
Easygoing life sims for relaxing gameplay,8099,11.464408932933804,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7610147076791086,The Sims 2: Nightlife,Adventure | RPG | Simulator | Strategy,Windows PC | Mac,3.5,"Sep 13, 2005"
Easygoing life sims for relaxing gameplay,23994,11.486339627053498,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.6055010984733459,The Sims 2: FreeTime,Adventure | RPG | Simulator | Strategy,Windows PC,3.3,"Feb 28, 2008"
Easygoing life sims for relaxing gameplay,1283,14.531124405630171,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.44124565718290165,Sludge Life,"['Adventure', 'Indie']","['Windows PC', 'Nintendo Switch']",3.5,"May 28, 2020"
Easygoing life sims for relaxing gameplay,8674,13.913583813920663,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0.421738064585248,The Sims 3: Starter Pack,['Simulator'],"['Windows PC', 'Mac']",,"May 14, 2013"
Easygoing life sims for relaxing gameplay,25661,12.316412358357612,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.18699514575389198,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Easygoing life sims for relaxing gameplay,1088,11.565265233808288,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.1507775776414783,The Sims 2,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Nintendo GameCube', 'Xbox', 'PlayStation 2']",3.7,"Sep 14, 2004"
Easygoing life sims for relaxing gameplay,35126,11.85519877495001,0.0,0.0,0.0,0.0,0,0,2,0,0,0,-0.0347576330295121,Labyrinth 2,['Indie'],['Windows PC'],,"Aug 07, 2020"
Easygoing life sims for relaxing gameplay,7557,11.85519877495001,0.0,0.0,0.0,0.0,0,0,2,0,0,0,-0.0347576330295121,B-e-e-t-l-e,['Puzzle'],"['Windows PC', 'Web browser']",2.7,"Jan 11, 2021"
Emotional storytelling games with minimal combat,14229,10.193976283362575,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Close Combat,"['Real Time Strategy', 'Strategy', 'Tactical']","['Mac', 'PC DOS']",,"Jul 01, 1996"
Emotional storytelling games with minimal combat,33029,13.574263673973622,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.6462714895681738,Combat Raccoon,"['Adventure', 'Indie']",['Windows PC'],,"Aug 31, 2017"
Emotional storytelling games with minimal combat,35394,7.931502483513225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,That Smiling Game,Indie | Point-and-Click,Web browser,,"Mar 08, 2020"
Emotional storytelling games with minimal combat,36050,9.910677790888938,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5417454571728721,Combat Mission: Afrika Korps,Strategy | Turn Based Strategy,Windows PC,,"Nov 28, 2003"
Emotional storytelling games with minimal combat,17916,8.10281411594742,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,A Game With a Kitty,Platform,Windows PC,,"Jun 24, 2005"
Emotional storytelling games with minimal combat,16114,9.74585734693531,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.2512587969929645,Multimirror,['Indie'],"['Windows PC', 'Mac', 'Linux']",,"Nov 14, 2016"
Emotional storytelling games with minimal combat,7029,9.714492632653684,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Minecraft 1.9: Combat Update,Adventure | Simulator,Windows PC | Mac | Linux,2.6,"Feb 29, 2016"
Emotional storytelling games with minimal combat,16525,9.431364868055232,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Zup! Zero,"['Indie', 'Puzzle']",['Windows PC'],1.9,"Apr 06, 2017"
Emotional storytelling games with minimal combat,9607,9.431364868055232,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Zup! 7,['Indie'],['Windows PC'],2.0,"Dec 12, 2017"
Emotional storytelling games with minimal combat,23115,9.431364868055232,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Zup! 8,"['Indie', 'Puzzle']",['Windows PC'],1.8,"Feb 22, 2018"
Endless runner games for smartphones,35394,7.931502483513225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,That Smiling Game,Indie | Point-and-Click,Web browser,,"Mar 08, 2020"
Endless runner games for smartphones,35270,0.0,0.3833515048027038,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Strategery,['Strategy'],['iOS'],,"Dec 09, 2008"
Endless runner games for smartphones,38079,0.0,0.3688952326774597,0.0,0.0,,1,1,0,0,0,0,0.5160371402442272,Handyworker's Tale,[],[],,TBD
Endless runner games for smartphones,17916,8.10281411594742,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,A Game With a Kitty,Platform,Windows PC,,"Jun 24, 2005"
Endless runner games for smartphones,24922,0.0,0.3845415711402893,0.0,0.0,,0,0,0,0,0,0,-0.03659642195069386,,,,,
Endless runner games for smartphones,26367,0.0,0.4016989171504974,0.0,0.0,0.0,0,0,0,0,0,0,-0.29108584285572936,Switch Galaxy,['Racing'],['PlayStation 4'],,"Dec 17, 2014"
Endless runner games for smartphones,28610,18.82287447880978,0.0,0.0,0.0,,0,0,0,0,0,0,-0.8764506457708073,,,,,
Endless runner games for smartphones,37470,18.66695746695104,0.0,0.0,0.0,,0,0,0,0,0,0,-0.8764506457708073,,,,,
Endless runner games for smartphones,29620,0.0,0.5401757955551147,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Heroes of the Dungeon,[],[],,TBD
Endless runner games for smartphones,31306,0.0,0.536124050617218,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Pettson's Inventions,[],[],,TBD
Episodic adventure games similar to Telltale’s style,37756,0.0,0.671167254447937,0.0,0.0,0.0,0,0,0,0,0,0,1.0475096838468267,Airline Flight Attendant Simulator VR,Adventure | Simulator,SteamVR,,"Feb 23, 2023"
Episodic adventure games similar to Telltale’s style,29865,13.21404371552024,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8588378611438432,Art Style: AQUITE,[],['Nintendo DSi'],,"Dec 24, 2008"
Episodic adventure games similar to Telltale’s style,3819,14.016327329797008,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Bonk's Adventure,Platform,Wii U | Wii | Amiga | NES | Game Boy | TurboGrafx-16/PC Engine,3.2,"Dec 15, 1989"
Episodic adventure games similar to Telltale’s style,18496,16.420541031141394,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Aviation Adventure,['Point-and-Click'],"['Windows PC', 'Mac']",,"Dec 31, 1997"
Episodic adventure games similar to Telltale’s style,17669,13.580689562897062,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6462714895681738,Art Style: Rotozoa,['Arcade'],['Wii'],3.3,"May 28, 2010"
Episodic adventure games similar to Telltale’s style,39985,0.0,0.6955338716506958,0.0,0.0,0.0,0,0,0,0,0,0,0.5580671650275069,Medieval Fantasy Survival Simulator,Adventure | Simulator,Windows PC,,"Feb 25, 2022"
Episodic adventure games similar to Telltale’s style,27577,16.153476663483232,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.43924214117656524,78641: A Targ Adventure,Adventure | Point-and-Click,Windows PC,,"Aug 25, 2009"
Episodic adventure games similar to Telltale’s style,12029,14.00495973131473,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.421738064585248,OneBit Adventure,"['Adventure', 'Arcade', 'Indie', 'Strategy']","['Windows PC', 'Android', 'Mac', 'iOS']",2.7,"Aug 01, 2019"
Episodic adventure games similar to Telltale’s style,25661,12.316411558357611,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.02824779973799605,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Episodic adventure games similar to Telltale’s style,34942,12.114592558925375,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.02824779973799605,Farming Simulator 14,['Simulator'],"['Android', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",2.5,"Nov 18, 2013"
Escape room–style puzzle games,38570,16.092364203407037,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.3901767547842202,Animal Puzzle Adventure,['Puzzle'],['Nintendo DSi'],,"Jun 24, 2009"
Escape room–style puzzle games,22107,0.0,0.5351698398590088,0.0,0.0,0.0,1,0,0,0,0,0,-0.20030364228092082,Mujo,['Puzzle'],['Nintendo Switch'],,"Nov 30, 2017"
Escape room–style puzzle games,33472,0.0,0.5238033533096313,0.0,0.0,0.0,1,0,0,0,0,0,-0.20030364228092082,VEV: Viva Ex Vivo,['Puzzle'],['PlayStation 4'],,"May 17, 2016"
Escape room–style puzzle games,40362,10.776233540510392,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.26507605474973933,Deadly Escape,Indie,Windows PC | Mac | Linux,,"Feb 09, 2018"
Escape room–style puzzle games,19949,11.19469322612212,0.0,0.0,0.0,,1,1,0,0,0,0,-0.5928081474828198,Tilt,['Puzzle'],[],,TBD
Escape room–style puzzle games,13924,11.194899776990871,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.6172663384497326,Escape Simulator: Steampunk,Adventure | Indie | Simulator,Windows PC,3.8,"Jun 06, 2022"
Escape room–style puzzle games,29877,11.19469322612212,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.6172663384497326,Karian Cross,Puzzle,Arcade,,"May 04, 1997"
Escape room–style puzzle games,17788,17.813077724403488,0.0,0.0,0.0,,1,1,0,0,0,0,-0.7221014029718625,Hoyle Puzzle Games,['Puzzle'],[],,TBD
Escape room–style puzzle games,37418,16.149977861356923,0.0,0.0,0.0,,0,1,0,0,0,0,-0.7221014029718625,Gedel Escape,"['Adventure', 'Indie', 'Simulator']",[],,TBD
Escape room–style puzzle games,8740,0.0,0.5555764436721802,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Rocks and ravens,['Puzzle'],[],,TBD
Family-friendly party games for holidays,6224,9.184171371632656,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.093022601158963,Disney's Party,['Platform'],['Nintendo GameCube'],1.9,"Aug 01, 2002"
Family-friendly party games for holidays,26725,17.28957746001717,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Watermelon Party,['Puzzle'],['Nintendo Switch'],1.9,"May 31, 2019"
Family-friendly party games for holidays,8893,0.0,0.3495130538940429,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Arthur's Absolutely Fun Day!,['Sport'],['Game Boy Color'],1.3,"Oct 07, 2000"
Family-friendly party games for holidays,12387,0.0,0.3433339595794678,0.0,0.0,0.0,0,0,0,0,0,0,0.5402802634065904,Blaster Bunny +,[],['Windows PC'],,"Nov 17, 2019"
Family-friendly party games for holidays,28467,11.436974978541889,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.2962100142277249,Beach Party Craze,[],['Nintendo DSi'],,"Jun 16, 2011"
Family-friendly party games for holidays,22846,0.0,0.3986271321773529,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Family Card Games,[],['Wii'],,"Jun 02, 2009"
Family-friendly party games for holidays,27137,0.0,0.3463836908340454,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Discsphere,[],['Windows PC'],,"May 21, 2019"
Family-friendly party games for holidays,30484,11.022213561129767,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.6172663384497326,Mario Party-e,"['Arcade', 'Puzzle']",['Game Boy Advance'],2.0,"Feb 18, 2003"
Family-friendly party games for holidays,15387,18.68927326287295,0.0,0.0,0.0,,0,0,0,0,0,0,-0.8764506457708073,,,,,
Family-friendly party games for holidays,28519,0.0,0.3731222152709961,0.0,0.0,,1,1,0,0,0,0,-0.9026899393940381,Digger - Classic arcade game,[],[],,TBD
Fantasy co-op dungeon crawlers on PC,24557,10.341071662455423,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Dungeon Hack,RPG,Windows PC | PC DOS,3.6,"Dec 31, 1993"
Fantasy co-op dungeon crawlers on PC,15416,10.250712876472244,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Instant Dungeon!,"['Arcade', 'Indie']",['Windows PC'],,"Nov 25, 2014"
Fantasy co-op dungeon crawlers on PC,5998,13.22074751113104,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8588378611438432,Disgaea PC,"['RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']",['Windows PC'],3.5,"Feb 24, 2016"
Fantasy co-op dungeon crawlers on PC,7774,10.057793247707068,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8338469571297571,Dungeon Girl Scouts,Adventure,Web browser,,"Mar 10, 2019"
Fantasy co-op dungeon crawlers on PC,39702,16.7036747700263,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Dungeon Delver,Indie | RPG | Strategy,Windows PC,,"Mar 15, 2021"
Fantasy co-op dungeon crawlers on PC,5708,10.468950445413968,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7769927052233783,Ancient Dungeon VR,"['Adventure', 'Indie', 'RPG']","['Windows PC', 'Oculus Quest', 'Oculus Quest 2']",3.6,"Nov 03, 2021"
Fantasy co-op dungeon crawlers on PC,27934,19.17147696860177,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.77658994677521,Bootleg Fantasy,['RPG'],['Game Boy'],,"Dec 31, 2018"
Fantasy co-op dungeon crawlers on PC,16100,10.873137708608253,0.0,0.0,0.0,,0,1,0,0,0,0,0.6997585453112776,Devil Slayer,['RPG'],[],,TBD
Fantasy co-op dungeon crawlers on PC,23201,0.0,0.3691692352294922,0.0,0.0,,1,1,0,0,0,0,0.5160371402442272,Rubik's Games,[],[],,TBD
Fantasy co-op dungeon crawlers on PC,17850,13.80582988466101,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,Tales of the World: Narikiri Dungeon 2,['RPG'],['Game Boy Advance'],,"Nov 25, 2002"
Fast-paced hack-and-slash action games,10311,10.358399362016772,0.0,0.0,0.0,,0,1,1,0,0,0,1.208002418496555,Crisis Action,[],[],,TBD
Fast-paced hack-and-slash action games,22657,22.884150200050577,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8299031707179821,Hack 5,Platform,SNES,,"Apr 06, 2019"
Fast-paced hack-and-slash action games,22714,22.884150200050577,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8299031707179821,Hack 4,Platform,SNES,,"Aug 05, 2017"
Fast-paced hack-and-slash action games,10350,20.619007665968585,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8299031707179821,.Hack//Frägment,Adventure | Brawler | RPG,PlayStation 2,3.2,"Nov 23, 2005"
Fast-paced hack-and-slash action games,25272,10.406608050945128,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7769927052233783,tinyBuild Action-Packed Bundle,[],['Xbox One'],,"Nov 24, 2017"
Fast-paced hack-and-slash action games,5523,11.484535438846022,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7610147076791086,.Hack//G.U. Vol. 2: Reminisce,['RPG'],['PlayStation 2'],3.7,"Sep 28, 2006"
Fast-paced hack-and-slash action games,35862,25.034686487386416,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7089144723407282,Action Taimanin,Adventure | Brawler | RPG,Windows PC | Android | iOS,3.0,"Dec 24, 2019"
Fast-paced hack-and-slash action games,9511,12.99138162073812,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6113274874421951,Action Fist,Platform | Shooter,Windows PC,,"Apr 11, 2010"
Fast-paced hack-and-slash action games,21094,13.97956928729558,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,AG Drive,['Racing'],"['Android', 'iOS']",,"Feb 19, 2015"
Fast-paced hack-and-slash action games,3466,11.657404775878687,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.1507775776414783,.Hack//G.U. Last Recode,Adventure | RPG,Windows PC | PlayStation 4 | Nintendo Switch,3.8,"Nov 03, 2017"
Free-to-play battle royale games for mobile,13474,14.065227196077757,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Battle Athletess Daiundoukai,Simulator | Sport,Sega Saturn | PlayStation,,"Dec 13, 1996"
Free-to-play battle royale games for mobile,27005,17.122696651971673,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Soccer Battle Royale,"['Indie', 'Sport']",['Windows PC'],,"Nov 03, 2018"
Free-to-play battle royale games for mobile,16036,19.089005292666823,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.764425981380167,Play-Yan,[],['Game Boy Advance'],,"Dec 31, 2005"
Free-to-play battle royale games for mobile,3227,13.575864492173608,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6462714895681738,Battle Chasers: Nightwar,"['Indie', 'RPG', 'Strategy', 'Turn Based Strategy']","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'iOS', 'Xbox One', 'Nintendo Switch']",3.2,"Oct 03, 2017"
Free-to-play battle royale games for mobile,39079,0.0,0.3897956609725952,0.0,0.0,0.0,0,1,0,0,0,0,0.5513882447830005,Katamari Damacy-Kun,"['Adventure', 'Puzzle']",['Mobile'],,"Nov 01, 2007"
Free-to-play battle royale games for mobile,25294,0.0,0.3536987900733948,0.0,0.0,0.0,0,1,0,0,0,0,0.5513882447830005,Age of Empires: Pocket PC Edition,"['Point-and-Click', 'Real Time Strategy', 'Strategy']",['Mobile'],,"Dec 31, 2003"
Free-to-play battle royale games for mobile,27209,17.14442213489212,0.0,0.0,0.0,,1,0,0,0,0,0,-0.1718128855772219,Pixel's Unknown Battle Ground,[],[],,TBD
Free-to-play battle royale games for mobile,8836,0.0,0.4280348420143127,0.0,0.0,0.0,0,1,0,0,0,0,-0.29108584285572936,Sensible Soccer,['Sport'],['Mobile'],,"Nov 22, 2005"
Free-to-play battle royale games for mobile,40570,0.0,0.4071199297904968,0.0,0.0,0.0,0,1,0,0,0,0,-0.29108584285572936,Munkiki's Castles,"['Arcade', 'Platform', 'Puzzle']",['Mobile'],,"Dec 31, 2002"
Free-to-play battle royale games for mobile,24359,13.788299703142483,0.0,0.0,0.0,,0,1,0,0,0,0,-0.5928081474828198,High School Hook Ups,['Simulator'],['Mobile'],,TBD
Games like Stardew Valley with deeper farming mechanics,18251,12.016226581788018,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.2758333710810126,Port Valley,Adventure | Indie | Puzzle,Windows PC | Mac | Linux,,"Dec 31, 2023"
Games like Stardew Valley with deeper farming mechanics,9896,11.947226008474724,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.2758333710810126,Sleeping Valley,Adventure | Indie,Windows PC,,"Oct 08, 2016"
Games like Stardew Valley with deeper farming mechanics,36481,9.032885208352203,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.093022601158963,Farming Simulator 17,Simulator | Strategy,Windows PC | Mac | PlayStation 4 | Xbox One,2.6,"Oct 25, 2016"
Games like Stardew Valley with deeper farming mechanics,37194,14.169063427557516,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Soul Valley,"['Adventure', 'Indie']",['Windows PC'],,"Jul 25, 2019"
Games like Stardew Valley with deeper farming mechanics,18594,10.538505281423522,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7769927052233783,Valley of Unicorns,Simulator,Web browser,,"May 15, 2013"
Games like Stardew Valley with deeper farming mechanics,7831,12.79154267292034,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7171352385282964,Farming Simulator 16,"['Simulator', 'Strategy']","['Android', 'iOS', 'PlayStation Vita']",2.0,"Aug 05, 2015"
Games like Stardew Valley with deeper farming mechanics,8204,23.956183606429214,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7089144723407282,Stardew Valley Expanded,Indie,Windows PC,4.4,"Apr 08, 2019"
Games like Stardew Valley with deeper farming mechanics,6354,18.462642282187453,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.6883386168348717,Everdream Valley,Adventure | Arcade | RPG | Simulator | Strategy,Windows PC | PlayStation 4 | PlayStation 5 | Nintendo Switch,,"May 30, 2023"
Games like Stardew Valley with deeper farming mechanics,48,18.20113948682981,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.6883386168348717,Stardew Valley,Indie | RPG | Simulator | Strategy,Windows PC | Android | Mac | Linux | PlayStation 4 | iOS | Xbox One | PlayStation Vita | Nintendo Switch,4.1,"Feb 26, 2016"
Games like Stardew Valley with deeper farming mechanics,34942,13.482846212475774,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.6462714895681738,Farming Simulator 14,['Simulator'],"['Android', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",2.5,"Nov 18, 2013"
Games with branching storylines and multiple endings,6583,7.444828144875795,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8899611030569712,Game Room,"['Arcade', 'Simulator']","['Windows PC', 'Xbox 360']",1.9,"Mar 24, 2010"
Games with branching storylines and multiple endings,35394,7.931502483513225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,That Smiling Game,Indie | Point-and-Click,Web browser,,"Mar 08, 2020"
Games with branching storylines and multiple endings,17916,8.10281411594742,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,A Game With a Kitty,Platform,Windows PC,,"Jun 24, 2005"
Games with branching storylines and multiple endings,19883,0.0,0.3231820464134216,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Disconected,[],['Windows PC'],,"Nov 05, 2017"
Games with branching storylines and multiple endings,20524,0.0,0.3743045926094055,0.0,0.0,,1,1,0,0,0,0,-0.9026899393940381,The Sims 2: Castaway Stories,[],[],2.8,TBD
Games with branching storylines and multiple endings,25903,0.0,0.3724827170372009,0.0,0.0,,1,1,0,0,0,0,-0.9026899393940381,Final Fantasy XII: Return to Ivalice,[],[],,TBD
Games with branching storylines and multiple endings,21946,24.36054043109729,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Games with branching storylines and multiple endings,20071,23.70107199968952,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Games with branching storylines and multiple endings,24817,14.083025382112671,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,Ousama Game,,,,TBD
Games with branching storylines and multiple endings,26904,13.16336699869179,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Games with top-notch orchestral soundtracks,6583,7.5243740729066255,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8899611030569712,Game Room,"['Arcade', 'Simulator']","['Windows PC', 'Xbox 360']",1.9,"Mar 24, 2010"
Games with top-notch orchestral soundtracks,35394,7.931502483513225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,That Smiling Game,Indie | Point-and-Click,Web browser,,"Mar 08, 2020"
Games with top-notch orchestral soundtracks,17916,8.10281411594742,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,A Game With a Kitty,Platform,Windows PC,,"Jun 24, 2005"
Games with top-notch orchestral soundtracks,18472,0.0,0.3770433068275451,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Interplay's Classic Collection,[],['Windows PC'],,"Dec 31, 1993"
Games with top-notch orchestral soundtracks,36393,0.0,0.3318923115730285,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Pole's Big Adventure,[],['Wii'],3.8,"Feb 03, 2009"
Games with top-notch orchestral soundtracks,29607,0.0,0.3700600266456604,0.0,0.0,,1,1,0,0,0,0,-0.9026899393940381,The Wild Life - The Game,[],[],,TBD
Games with top-notch orchestral soundtracks,25766,18.26414775472316,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Games with top-notch orchestral soundtracks,24817,14.083025382112671,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,Ousama Game,,,,TBD
Games with top-notch orchestral soundtracks,34068,13.969330600299214,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Games with top-notch orchestral soundtracks,12659,13.969330600299214,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Games with unique art styles like Okami,6483,18.96221283663151,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.77658994677521,Art Sqool,Adventure | Indie | Platform | Simulator,Windows PC | Mac | Nintendo Switch,2.3,"Feb 05, 2019"
Games with unique art styles like Okami,29865,26.201434524558376,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.7094315253296357,Art Style: AQUITE,[],['Nintendo DSi'],,"Dec 24, 2008"
Games with unique art styles like Okami,17669,26.367619685428654,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7089144723407282,Art Style: Rotozoa,['Arcade'],['Wii'],3.3,"May 28, 2010"
Games with unique art styles like Okami,35394,7.931502483513225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,That Smiling Game,Indie | Point-and-Click,Web browser,,"Mar 08, 2020"
Games with unique art styles like Okami,33888,0.0,0.2824225425720215,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,Kindaichi Shounen no Jikenbou: Akuma no Satsujin Koukai,,Nintendo DS,,"Sep 17, 2009"
Games with unique art styles like Okami,17811,9.487366830132274,0.0,0.0,0.0,,0,1,0,0,0,0,0.43047706822964116,The Dream Alchemist,['Visual Novel'],[],,TBD
Games with unique art styles like Okami,17916,8.10281411594742,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,A Game With a Kitty,Platform,Windows PC,,"Jun 24, 2005"
Games with unique art styles like Okami,31154,8.904831793865705,0.0,0.0,0.0,,1,1,0,0,0,0,-0.37376865945390575,Neo-Brutalism of Tomorrow,[],[],,TBD
Games with unique art styles like Okami,20045,0.0,0.3058834671974182,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Art of Fighting 3: Limited Edition,[],['Neo Geo CD'],,"Sep 14, 1996"
