Original Query,ID,BM25 Score,SBERT Score,rating_signal,popularity_signal,recency_signal,genre_match,platform_match,Label,rating_boost,popularity_boost,recency_boost,predicted_score,Title,Genres,Platforms,Rating,Release_Date
Easiest ways to discover classic console remakes,431,6.528649366582112,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,17717,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,18569,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,18830,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,24109,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,29175,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,35222,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,39738,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,40423,6.525316096473292,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,27961,6.247240268062571,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,9926,6.224588195514976,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,4545,5.994375685002659,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,37099,5.991470862326459,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,61,5.94043642509154,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,29426,5.917066416083583,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,4902,5.857833768323864,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0733771020900909,,,,,
Easiest ways to discover classic console remakes,39364,16.500965137162833,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,25303,16.397668720674783,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,33790,13.700784256487788,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,19833,12.519750936924066,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,12612,12.312232084392818,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,23516,11.993176245861203,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,34902,11.827776448130663,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,39142,11.76876022494734,0.0,0.0,0.0,,0,0,2,0,0,0,-1.2214874405764744,Half-Life 2 Classic,['Shooter'],['Windows PC'],,TBD
Easiest ways to discover classic console remakes,31396,11.72969447960426,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,8342,11.504099407338137,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,40174,11.257781701857985,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,38011,11.16526458168908,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,26604,10.974219621923616,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,37965,10.888655896757488,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,15316,10.74485508916096,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,414,10.69437735752802,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,36872,10.684099150683103,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,10623,10.64713503793481,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,28573,10.629446009464646,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,8635,10.5867199561633,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,14744,10.5627489202487,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,33632,10.485796132229636,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,26948,10.292209573557628,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,36087,10.233499495019412,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,33416,10.148145514550428,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,37421,10.078350710304978,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,1912,10.00326369642638,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,2808,9.965720691727208,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,2769,9.950509176766024,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,25399,9.904619126751737,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,8377,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,34970,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,31945,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,15941,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,15795,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,6836,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,3166,9.865468440661582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,19845,8.532077564544919,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,36231,8.511215258648232,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,26448,8.488464139589599,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,34145,8.41070934013823,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,33245,8.280937835447727,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,7568,8.280937835447727,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,5626,7.954706266255684,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,13828,7.855223521070535,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,23275,7.823245236015659,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,18978,7.721097955023989,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,LostTale,['RPG'],['Windows PC'],,TBD
Easiest ways to discover classic console remakes,31531,7.681551018340597,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,15690,7.671977692777637,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,40372,7.489372838740263,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,29528,7.402675993726006,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,32025,7.2367162414850466,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,10271,7.207904205906663,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,37902,7.140892059562405,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,14575,7.122126593231646,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,29566,7.122126593231646,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,5844,7.115275628952352,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,12306,7.062998435522388,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,32252,6.986518236731315,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,23303,6.986518236731315,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,39005,6.986518236731315,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,16595,6.756288523231239,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,3133,6.713235757604153,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,22220,6.710643676536052,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,37356,6.674324245156321,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easiest ways to discover classic console remakes,16313,6.628496232980382,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,818,12.550693150996295,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.3491282420539332,The Sims 3,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']",3.5,"Jun 02, 2009"
Easygoing life sims for relaxing gameplay,452,14.361011135947876,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.0044670648031746,The Sims 4,"['RPG', 'Simulator']","['Windows PC', 'Mac', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series']",3.0,"Sep 02, 2014"
Easygoing life sims for relaxing gameplay,8099,11.464408932933804,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7610147076791086,The Sims 2: Nightlife,Adventure | RPG | Simulator | Strategy,Windows PC | Mac,3.5,"Sep 13, 2005"
Easygoing life sims for relaxing gameplay,23994,11.486339627053498,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.6055010984733459,The Sims 2: FreeTime,Adventure | RPG | Simulator | Strategy,Windows PC,3.3,"Feb 28, 2008"
Easygoing life sims for relaxing gameplay,1283,14.531124405630171,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.44124565718290165,Sludge Life,"['Adventure', 'Indie']","['Windows PC', 'Nintendo Switch']",3.5,"May 28, 2020"
Easygoing life sims for relaxing gameplay,8674,13.913583813920663,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0.421738064585248,The Sims 3: Starter Pack,['Simulator'],"['Windows PC', 'Mac']",,"May 14, 2013"
Easygoing life sims for relaxing gameplay,25661,12.316412358357612,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.18699514575389198,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Easygoing life sims for relaxing gameplay,1088,11.565265233808288,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.1507775776414783,The Sims 2,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Nintendo GameCube', 'Xbox', 'PlayStation 2']",3.7,"Sep 14, 2004"
Easygoing life sims for relaxing gameplay,35126,11.85519877495001,0.0,0.0,0.0,0.0,0,0,2,0,0,0,-0.0347576330295121,Labyrinth 2,['Indie'],['Windows PC'],,"Aug 07, 2020"
Easygoing life sims for relaxing gameplay,7557,11.85519877495001,0.0,0.0,0.0,0.0,0,0,2,0,0,0,-0.0347576330295121,B-e-e-t-l-e,['Puzzle'],"['Windows PC', 'Web browser']",2.7,"Jan 11, 2021"
Easygoing life sims for relaxing gameplay,31006,0.0,0.5095910429954529,0.0,0.0,0.0,1,0,3,0,0,0,-0.20030364228092082,Sims 3 High-End Loft Stuff,['Simulator'],['Windows PC'],2.5,"Mar 02, 2010"
Easygoing life sims for relaxing gameplay,7831,10.672659071030273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.26507605474973933,Farming Simulator 16,"['Simulator', 'Strategy']","['Android', 'iOS', 'PlayStation Vita']",2.0,"Aug 05, 2015"
Easygoing life sims for relaxing gameplay,34700,0.0,0.504776120185852,0.0,0.0,0.0,0,0,0,0,0,0,-0.29108584285572936,Car Mechanic Simulator Classic,Simulator,Xbox One,,"Aug 14, 2020"
Easygoing life sims for relaxing gameplay,26005,0.0,0.49799445271492,0.0,0.0,0.0,0,0,0,0,0,0,-0.29108584285572936,Microsoft Flight Simulator X,Simulator,Windows PC,3.5,"Oct 10, 2006"
Easygoing life sims for relaxing gameplay,24610,0.0,0.4667181372642517,0.0,0.0,0.0,0,0,0,0,0,0,-0.29108584285572936,Microsoft Flight Simulator 2000,Simulator,Windows PC,3.5,"Oct 10, 1999"
Easygoing life sims for relaxing gameplay,34942,12.114593358925378,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.2934975940585785,Farming Simulator 14,['Simulator'],"['Android', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",2.5,"Nov 18, 2013"
Easygoing life sims for relaxing gameplay,35914,0.0,0.4710561037063598,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Get Packed: Couch Chaos,['Simulator'],['Nintendo Switch'],,"Apr 28, 2022"
Easygoing life sims for relaxing gameplay,29746,14.183634416488164,0.0,0.0,0.0,,1,1,2,0,0,0,-0.5928081474828198,Monster Life,['Simulator'],[],4.0,TBD
Easygoing life sims for relaxing gameplay,17313,11.233568286075942,0.0,0.0,0.0,,1,1,2,0,0,0,-0.5928081474828198,Baby Life,['Simulator'],[],,TBD
Easygoing life sims for relaxing gameplay,9425,11.0165277709421,0.0,0.0,0.0,0.0,0,0,3,0,0,0,-0.6172663384497326,The Sims FreePlay,Adventure | Point-and-Click | RPG | Simulator,Android | iOS | Windows Phone | BlackBerry OS,1.8,"Dec 15, 2011"
Easygoing life sims for relaxing gameplay,27238,18.656969138040584,0.0,0.0,0.0,,0,0,0,0,0,0,-0.8764506457708073,,,,,
Easygoing life sims for relaxing gameplay,22519,0.0,0.5366185307502747,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Babyz: Your Virtual Bundle of Joy,['Simulator'],[],,TBD
Easygoing life sims for relaxing gameplay,31488,0.0,0.5362817049026489,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Creatures Adventures,['Simulator'],[],2.5,TBD
Easygoing life sims for relaxing gameplay,12469,0.0,0.5332950353622437,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Farming Simulator C64 Edition,['Simulator'],[],,TBD
Easygoing life sims for relaxing gameplay,30904,0.0,0.5283762216567993,0.0,0.0,,1,1,0,0,0,0,-0.9198097559438618,Thomas & Friends: Building the New Line,['Simulator'],[],,TBD
Easygoing life sims for relaxing gameplay,14441,11.79087417104481,0.0,0.0,0.0,,1,0,3,0,0,0,-0.9233852375136057,The Sims 4: Everyday Clutter Kit,['Simulator'],['Windows PC'],3.2,TBD
Easygoing life sims for relaxing gameplay,21862,18.57505196832488,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,14726,18.17301205933133,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,20942,17.225793284148608,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,17106,16.76953227771595,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,16886,16.750361283067853,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,14710,16.411396662678555,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,13754,16.411396662678555,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,37864,16.235418331621304,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,38211,16.222821888017364,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,4648,16.21649151479081,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,25199,16.06800654645831,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,19571,16.05628159998274,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,21401,16.025498617527674,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,33786,16.009072170367972,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,39385,15.907202290649131,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,550,15.829586685472798,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,37999,15.752183089734231,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,9500,15.68710735044836,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,32608,15.665464020714811,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,21730,15.584049467749065,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,16087,15.506454221882269,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,33035,15.485758704146582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,19766,15.485758704146582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,19395,15.485758704146582,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,17262,15.359937240474729,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,27869,15.319473788682275,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,32098,15.178762158879136,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,32687,15.07062356854135,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,1764,15.005373228919456,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,25876,15.001801625437334,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,35841,15.001801625437334,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,40826,15.001801625437334,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,25112,14.892580058261789,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,2737,14.665660673214392,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,4334,14.524180666249013,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,13318,14.45941851204871,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,33597,14.035566403033435,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,39942,13.87717066973698,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,Elon Musk Simulator 2,Adventure | Indie,,,TBD
Easygoing life sims for relaxing gameplay,33676,13.87717066973698,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,26529,13.87717066973698,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,17287,13.87717066973698,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,8243,13.87717066973698,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,26715,13.112154093553436,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,1788,12.93829675531414,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,26342,12.849591077413884,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,30358,12.575244540155468,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,9890,12.14555218967907,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,20642,12.10898850120044,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,13813,11.952652278551913,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,29454,11.85519877495001,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,5234,11.560664340097013,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,8964,11.552591611661352,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,32490,11.39077439982564,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,39984,11.372264509391046,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,23220,11.362351702510056,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,15144,11.362351702510056,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,38342,11.287946663878635,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,14188,11.287836010599673,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,32525,11.270295930566618,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,16600,11.245489957600157,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,8264,11.200937766683142,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,34485,11.194466957391176,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,11365,11.155409445597035,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,22093,11.154682256580976,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,29349,10.906817321116392,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,13706,10.883265603438195,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,11393,10.883265603438195,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,3070,10.754924973375289,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,19812,10.708009109203122,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,31909,10.665124069459738,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,11775,10.665124069459738,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,12826,10.6450142253703,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,9426,10.63522649013683,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Easygoing life sims for relaxing gameplay,28137,10.589708614311323,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Emotional storytelling games with minimal combat,14229,10.193976283362575,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Close Combat,"['Real Time Strategy', 'Strategy', 'Tactical']","['Mac', 'PC DOS']",,"Jul 01, 1996"
Emotional storytelling games with minimal combat,33029,13.574263673973622,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.6462714895681738,Combat Raccoon,"['Adventure', 'Indie']",['Windows PC'],,"Aug 31, 2017"
